package,version,relationship,license,status
"@adobe/css-tools","4.5.0","transitive","MIT","MIT"
"@alloc/quick-lru","5.2.0","transitive","MIT","MIT"
"@asamuzakjp/css-color","5.1.11","transitive","MIT","MIT"
"@asamuzakjp/dom-selector","7.1.1","transitive","MIT","MIT"
"@asamuzakjp/generational-cache","1.0.1","transitive","MIT","MIT"
"@asamuzakjp/nwsapi","2.3.9","transitive","MIT","MIT"
"@ast-grep/napi","0.40.5","transitive","MIT","MIT"
"@ast-grep/napi-darwin-arm64","0.40.5","transitive","MIT","MIT"
"@ast-grep/napi-darwin-x64","0.40.5","transitive","MIT","MIT"
"@ast-grep/napi-linux-arm64-gnu","0.40.5","transitive","MIT","MIT"
"@ast-grep/napi-linux-arm64-musl","0.40.5","transitive","MIT","MIT"
"@ast-grep/napi-linux-x64-gnu","0.40.5","transitive","MIT","MIT"
"@ast-grep/napi-linux-x64-musl","0.40.5","transitive","MIT","MIT"
"@ast-grep/napi-win32-arm64-msvc","0.40.5","transitive","MIT","MIT"
"@ast-grep/napi-win32-ia32-msvc","0.40.5","transitive","MIT","MIT"
"@ast-grep/napi-win32-x64-msvc","0.40.5","transitive","MIT","MIT"
"@aws-crypto/sha1-browser","5.2.0","transitive","Apache-2.0","FLAGGED"
"@aws-crypto/sha256-browser","5.2.0","transitive","Apache-2.0","FLAGGED"
"@aws-crypto/sha256-js","5.2.0","transitive","Apache-2.0","FLAGGED"
"@aws-crypto/supports-web-crypto","5.2.0","transitive","Apache-2.0","FLAGGED"
"@aws-crypto/util","5.2.0","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/checksums","3.1000.29","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/client-cloudfront","3.984.0","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/client-dynamodb","3.984.0","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/client-lambda","3.984.0","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/client-s3","3.984.0","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/client-sqs","3.984.0","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/core","3.977.9","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/credential-provider-env","3.972.70","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/credential-provider-http","3.972.72","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/credential-provider-ini","3.973.15","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/credential-provider-login","3.972.77","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/credential-provider-node","3.972.81","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/credential-provider-process","3.972.70","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/credential-provider-sso","3.973.14","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/credential-provider-web-identity","3.972.76","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/dynamodb-codec","3.973.44","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/endpoint-cache","3.972.11","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-bucket-endpoint","3.972.48","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-endpoint-discovery","3.972.30","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-expect-continue","3.972.44","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-flexible-checksums","3.974.54","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-host-header","3.972.45","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-location-constraint","3.972.41","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-logger","3.972.44","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-recursion-detection","3.972.46","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-sdk-s3","3.972.75","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-sdk-sqs","3.972.42","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-ssec","3.972.41","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/middleware-user-agent","3.972.74","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/nested-clients","3.997.44","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/region-config-resolver","3.972.48","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/signature-v4-multi-region","3.984.0","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/signature-v4-multi-region","3.996.46","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/signature-v4-multi-region","3.996.46","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/token-providers","3.1116.0","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/types","3.974.5","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/util-endpoints","3.984.0","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/util-locate-window","3.965.10","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/util-user-agent-browser","3.972.45","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/util-user-agent-node","3.973.60","transitive","Apache-2.0","FLAGGED"
"@aws-sdk/xml-builder","3.972.40","transitive","Apache-2.0","FLAGGED"
"@aws/lambda-invoke-store","0.3.0","transitive","Apache-2.0","FLAGGED"
"@babel/code-frame","7.29.7","transitive","MIT","MIT"
"@babel/compat-data","7.29.7","transitive","MIT","MIT"
"@babel/core","7.29.7","transitive","MIT","MIT"
"@babel/generator","7.29.8","transitive","MIT","MIT"
"@babel/helper-compilation-targets","7.29.7","transitive","MIT","MIT"
"@babel/helper-globals","7.29.7","transitive","MIT","MIT"
"@babel/helper-module-imports","7.29.7","transitive","MIT","MIT"
"@babel/helper-module-transforms","7.29.7","transitive","MIT","MIT"
"@babel/helper-string-parser","7.29.7","transitive","MIT","MIT"
"@babel/helper-validator-identifier","7.29.7","transitive","MIT","MIT"
"@babel/helper-validator-option","7.29.7","transitive","MIT","MIT"
"@babel/helpers","7.29.7","transitive","MIT","MIT"
"@babel/parser","7.29.8","transitive","MIT","MIT"
"@babel/runtime","7.29.7","transitive","MIT","MIT"
"@babel/template","7.29.7","transitive","MIT","MIT"
"@babel/traverse","7.29.8","transitive","MIT","MIT"
"@babel/types","7.29.8","transitive","MIT","MIT"
"@bcoe/v8-coverage","1.0.2","transitive","MIT","MIT"
"@bramus/specificity","2.4.2","transitive","MIT","MIT"
"@cloudflare/kv-asset-handler","0.5.0","transitive","MIT OR Apache-2.0","FLAGGED"
"@cloudflare/unenv-preset","2.16.1","transitive","MIT OR Apache-2.0","FLAGGED"
"@cloudflare/workerd-darwin-64","1.20260828.1","transitive","Apache-2.0","FLAGGED"
"@cloudflare/workerd-darwin-arm64","1.20260828.1","transitive","Apache-2.0","FLAGGED"
"@cloudflare/workerd-linux-64","1.20260828.1","transitive","Apache-2.0","FLAGGED"
"@cloudflare/workerd-linux-arm64","1.20260828.1","transitive","Apache-2.0","FLAGGED"
"@cloudflare/workerd-windows-64","1.20260828.1","transitive","Apache-2.0","FLAGGED"
"@cspotcode/source-map-support","0.8.1","transitive","MIT","MIT"
"@csstools/color-helpers","6.1.1","transitive","MIT-0","FLAGGED"
"@csstools/css-calc","3.3.0","transitive","MIT","MIT"
"@csstools/css-color-parser","4.2.1","transitive","MIT","MIT"
"@csstools/css-parser-algorithms","4.0.0","transitive","MIT","MIT"
"@csstools/css-syntax-patches-for-csstree","1.1.9","transitive","MIT-0","FLAGGED"
"@csstools/css-tokenizer","4.0.0","transitive","MIT","MIT"
"@dotenvx/dotenvx","1.31.0","transitive","BSD-3-Clause","FLAGGED"
"@ecies/ciphers","0.2.6","transitive","MIT","MIT"
"@eloqnt/config","0.0.2","transitive","UNKNOWN","FLAGGED"
"@eloqnt/format-json","0.0.3","transitive","UNKNOWN","FLAGGED"
"@eloqnt/format-po","0.0.3","transitive","UNKNOWN","FLAGGED"
"@emailjs/browser","4.4.1","direct-production","BSD-3-Clause","FLAGGED"
"@emnapi/core","1.10.0","transitive","MIT","MIT"
"@emnapi/runtime","1.10.0","transitive","MIT","MIT"
"@emnapi/runtime","1.11.3","transitive","MIT","MIT"
"@emnapi/wasi-threads","1.2.1","transitive","MIT","MIT"
"@esbuild/aix-ppc64","0.25.4","transitive","MIT","MIT"
"@esbuild/aix-ppc64","0.28.1","transitive","MIT","MIT"
"@esbuild/aix-ppc64","0.28.2","transitive","MIT","MIT"
"@esbuild/android-arm","0.25.4","transitive","MIT","MIT"
"@esbuild/android-arm","0.28.1","transitive","MIT","MIT"
"@esbuild/android-arm","0.28.2","transitive","MIT","MIT"
"@esbuild/android-arm64","0.25.4","transitive","MIT","MIT"
"@esbuild/android-arm64","0.28.1","transitive","MIT","MIT"
"@esbuild/android-arm64","0.28.2","transitive","MIT","MIT"
"@esbuild/android-x64","0.25.4","transitive","MIT","MIT"
"@esbuild/android-x64","0.28.1","transitive","MIT","MIT"
"@esbuild/android-x64","0.28.2","transitive","MIT","MIT"
"@esbuild/darwin-arm64","0.25.4","transitive","MIT","MIT"
"@esbuild/darwin-arm64","0.28.1","transitive","MIT","MIT"
"@esbuild/darwin-arm64","0.28.2","transitive","MIT","MIT"
"@esbuild/darwin-x64","0.25.4","transitive","MIT","MIT"
"@esbuild/darwin-x64","0.28.1","transitive","MIT","MIT"
"@esbuild/darwin-x64","0.28.2","transitive","MIT","MIT"
"@esbuild/freebsd-arm64","0.25.4","transitive","MIT","MIT"
"@esbuild/freebsd-arm64","0.28.1","transitive","MIT","MIT"
"@esbuild/freebsd-arm64","0.28.2","transitive","MIT","MIT"
"@esbuild/freebsd-x64","0.25.4","transitive","MIT","MIT"
"@esbuild/freebsd-x64","0.28.1","transitive","MIT","MIT"
"@esbuild/freebsd-x64","0.28.2","transitive","MIT","MIT"
"@esbuild/linux-arm","0.25.4","transitive","MIT","MIT"
"@esbuild/linux-arm","0.28.1","transitive","MIT","MIT"
"@esbuild/linux-arm","0.28.2","transitive","MIT","MIT"
"@esbuild/linux-arm64","0.25.4","transitive","MIT","MIT"
"@esbuild/linux-arm64","0.28.1","transitive","MIT","MIT"
"@esbuild/linux-arm64","0.28.2","transitive","MIT","MIT"
"@esbuild/linux-ia32","0.25.4","transitive","MIT","MIT"
"@esbuild/linux-ia32","0.28.1","transitive","MIT","MIT"
"@esbuild/linux-ia32","0.28.2","transitive","MIT","MIT"
"@esbuild/linux-loong64","0.25.4","transitive","MIT","MIT"
"@esbuild/linux-loong64","0.28.1","transitive","MIT","MIT"
"@esbuild/linux-loong64","0.28.2","transitive","MIT","MIT"
"@esbuild/linux-mips64el","0.25.4","transitive","MIT","MIT"
"@esbuild/linux-mips64el","0.28.1","transitive","MIT","MIT"
"@esbuild/linux-mips64el","0.28.2","transitive","MIT","MIT"
"@esbuild/linux-ppc64","0.25.4","transitive","MIT","MIT"
"@esbuild/linux-ppc64","0.28.1","transitive","MIT","MIT"
"@esbuild/linux-ppc64","0.28.2","transitive","MIT","MIT"
"@esbuild/linux-riscv64","0.25.4","transitive","MIT","MIT"
"@esbuild/linux-riscv64","0.28.1","transitive","MIT","MIT"
"@esbuild/linux-riscv64","0.28.2","transitive","MIT","MIT"
"@esbuild/linux-s390x","0.25.4","transitive","MIT","MIT"
"@esbuild/linux-s390x","0.28.1","transitive","MIT","MIT"
"@esbuild/linux-s390x","0.28.2","transitive","MIT","MIT"
"@esbuild/linux-x64","0.25.4","transitive","MIT","MIT"
"@esbuild/linux-x64","0.28.1","transitive","MIT","MIT"
"@esbuild/linux-x64","0.28.2","transitive","MIT","MIT"
"@esbuild/netbsd-arm64","0.25.4","transitive","MIT","MIT"
"@esbuild/netbsd-arm64","0.28.1","transitive","MIT","MIT"
"@esbuild/netbsd-arm64","0.28.2","transitive","MIT","MIT"
"@esbuild/netbsd-x64","0.25.4","transitive","MIT","MIT"
"@esbuild/netbsd-x64","0.28.1","transitive","MIT","MIT"
"@esbuild/netbsd-x64","0.28.2","transitive","MIT","MIT"
"@esbuild/openbsd-arm64","0.25.4","transitive","MIT","MIT"
"@esbuild/openbsd-arm64","0.28.1","transitive","MIT","MIT"
"@esbuild/openbsd-arm64","0.28.2","transitive","MIT","MIT"
"@esbuild/openbsd-x64","0.25.4","transitive","MIT","MIT"
"@esbuild/openbsd-x64","0.28.1","transitive","MIT","MIT"
"@esbuild/openbsd-x64","0.28.2","transitive","MIT","MIT"
"@esbuild/openharmony-arm64","0.28.1","transitive","MIT","MIT"
"@esbuild/openharmony-arm64","0.28.2","transitive","MIT","MIT"
"@esbuild/sunos-x64","0.25.4","transitive","MIT","MIT"
"@esbuild/sunos-x64","0.28.1","transitive","MIT","MIT"
"@esbuild/sunos-x64","0.28.2","transitive","MIT","MIT"
"@esbuild/win32-arm64","0.25.4","transitive","MIT","MIT"
"@esbuild/win32-arm64","0.28.1","transitive","MIT","MIT"
"@esbuild/win32-arm64","0.28.2","transitive","MIT","MIT"
"@esbuild/win32-ia32","0.25.4","transitive","MIT","MIT"
"@esbuild/win32-ia32","0.28.1","transitive","MIT","MIT"
"@esbuild/win32-ia32","0.28.2","transitive","MIT","MIT"
"@esbuild/win32-x64","0.25.4","transitive","MIT","MIT"
"@esbuild/win32-x64","0.28.1","transitive","MIT","MIT"
"@esbuild/win32-x64","0.28.2","transitive","MIT","MIT"
"@eslint-community/eslint-utils","4.10.1","transitive","MIT","MIT"
"@eslint-community/eslint-utils","4.9.1","transitive","MIT","MIT"
"@eslint-community/regexpp","4.12.2","transitive","MIT","MIT"
"@eslint/config-array","0.21.2","transitive","Apache-2.0","FLAGGED"
"@eslint/config-helpers","0.4.2","transitive","Apache-2.0","FLAGGED"
"@eslint/core","0.17.0","transitive","Apache-2.0","FLAGGED"
"@eslint/eslintrc","3.3.6","transitive","MIT","MIT"
"@eslint/js","9.39.5","transitive","MIT","MIT"
"@eslint/object-schema","2.1.7","transitive","Apache-2.0","FLAGGED"
"@eslint/plugin-kit","0.4.1","transitive","Apache-2.0","FLAGGED"
"@exodus/bytes","1.15.1","transitive","MIT","MIT"
"@firebase/ai","2.15.0","transitive","Apache-2.0","FLAGGED"
"@firebase/analytics","0.10.24","transitive","Apache-2.0","FLAGGED"
"@firebase/analytics-compat","0.2.30","transitive","Apache-2.0","FLAGGED"
"@firebase/analytics-types","0.8.5","transitive","Apache-2.0","FLAGGED"
"@firebase/app","0.16.1","transitive","Apache-2.0","FLAGGED"
"@firebase/app-check","0.13.1","transitive","Apache-2.0","FLAGGED"
"@firebase/app-check-compat","0.4.7","transitive","Apache-2.0","FLAGGED"
"@firebase/app-check-interop-types","0.3.5","transitive","Apache-2.0","FLAGGED"
"@firebase/app-check-types","0.5.5","transitive","Apache-2.0","FLAGGED"
"@firebase/app-compat","0.5.17","transitive","Apache-2.0","FLAGGED"
"@firebase/app-types","0.9.6","transitive","Apache-2.0","FLAGGED"
"@firebase/auth","1.13.5","transitive","Apache-2.0","FLAGGED"
"@firebase/auth-compat","0.6.10","transitive","Apache-2.0","FLAGGED"
"@firebase/auth-interop-types","0.2.6","transitive","Apache-2.0","FLAGGED"
"@firebase/auth-types","0.13.2","transitive","Apache-2.0","FLAGGED"
"@firebase/component","0.7.5","transitive","Apache-2.0","FLAGGED"
"@firebase/data-connect","0.7.4","transitive","Apache-2.0","FLAGGED"
"@firebase/database","1.1.5","transitive","Apache-2.0","FLAGGED"
"@firebase/database-compat","2.1.7","transitive","Apache-2.0","FLAGGED"
"@firebase/database-types","1.0.22","transitive","Apache-2.0","FLAGGED"
"@firebase/firestore","4.17.1","transitive","Apache-2.0","FLAGGED"
"@firebase/firestore-compat","0.4.13","transitive","Apache-2.0","FLAGGED"
"@firebase/firestore-types","3.0.5","transitive","Apache-2.0","FLAGGED"
"@firebase/functions","0.14.0","transitive","Apache-2.0","FLAGGED"
"@firebase/functions-compat","0.5.0","transitive","Apache-2.0","FLAGGED"
"@firebase/functions-types","0.6.5","transitive","Apache-2.0","FLAGGED"
"@firebase/installations","0.6.24","transitive","Apache-2.0","FLAGGED"
"@firebase/installations-compat","0.2.24","transitive","Apache-2.0","FLAGGED"
"@firebase/installations-types","0.5.5","transitive","Apache-2.0","FLAGGED"
"@firebase/logger","0.5.2","transitive","Apache-2.0","FLAGGED"
"@firebase/messaging","0.13.2","transitive","Apache-2.0","FLAGGED"
"@firebase/messaging-compat","0.2.29","transitive","Apache-2.0","FLAGGED"
"@firebase/messaging-interop-types","0.2.6","transitive","Apache-2.0","FLAGGED"
"@firebase/performance","0.7.14","transitive","Apache-2.0","FLAGGED"
"@firebase/performance-compat","0.2.27","transitive","Apache-2.0","FLAGGED"
"@firebase/performance-types","0.2.5","transitive","Apache-2.0","FLAGGED"
"@firebase/remote-config","0.9.2","transitive","Apache-2.0","FLAGGED"
"@firebase/remote-config-compat","0.2.29","transitive","Apache-2.0","FLAGGED"
"@firebase/remote-config-types","0.5.2","transitive","Apache-2.0","FLAGGED"
"@firebase/storage","0.14.5","transitive","Apache-2.0","FLAGGED"
"@firebase/storage-compat","0.4.5","transitive","Apache-2.0","FLAGGED"
"@firebase/storage-types","0.8.5","transitive","Apache-2.0","FLAGGED"
"@firebase/util","1.15.3","transitive","Apache-2.0","FLAGGED"
"@firebase/webchannel-wrapper","1.0.7","transitive","Apache-2.0","FLAGGED"
"@floating-ui/core","1.8.0","transitive","MIT","MIT"
"@floating-ui/dom","1.8.0","transitive","MIT","MIT"
"@floating-ui/react-dom","2.1.9","transitive","MIT","MIT"
"@floating-ui/utils","0.2.12","transitive","MIT","MIT"
"@formatjs/fast-memoize","3.1.7","transitive","MIT","MIT"
"@formatjs/icu-messageformat-parser","3.5.17","transitive","MIT","MIT"
"@formatjs/icu-skeleton-parser","2.1.11","transitive","MIT","MIT"
"@formatjs/intl-localematcher","0.8.13","transitive","MIT","MIT"
"@grpc/grpc-js","1.9.16","transitive","Apache-2.0","FLAGGED"
"@grpc/proto-loader","0.7.15","transitive","Apache-2.0","FLAGGED"
"@hookform/resolvers","5.9.1","direct-production","MIT","MIT"
"@huggingface/inference","4.13.28","direct-production","MIT","MIT"
"@huggingface/jinja","0.5.9","transitive","MIT","MIT"
"@huggingface/tasks","0.21.41","transitive","MIT","MIT"
"@humanfs/core","0.19.2","transitive","Apache-2.0","FLAGGED"
"@humanfs/node","0.16.8","transitive","Apache-2.0","FLAGGED"
"@humanfs/types","0.15.0","transitive","Apache-2.0","FLAGGED"
"@humanwhocodes/module-importer","1.0.1","transitive","Apache-2.0","FLAGGED"
"@humanwhocodes/retry","0.4.3","transitive","Apache-2.0","FLAGGED"
"@img/colour","1.1.0","transitive","MIT","MIT"
"@img/sharp-darwin-arm64","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-darwin-arm64","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-darwin-x64","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-darwin-x64","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-freebsd-wasm32","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-freebsd-wasm32","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-libvips-darwin-arm64","1.3.1","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-darwin-arm64","1.3.3","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-darwin-x64","1.3.1","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-darwin-x64","1.3.3","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-arm","1.3.1","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-arm","1.3.3","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-arm64","1.3.1","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-arm64","1.3.3","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-ppc64","1.3.1","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-ppc64","1.3.3","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-riscv64","1.3.1","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-riscv64","1.3.3","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-s390x","1.3.1","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-s390x","1.3.3","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-x64","1.3.1","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linux-x64","1.3.3","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linuxmusl-arm64","1.3.1","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linuxmusl-arm64","1.3.3","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linuxmusl-x64","1.3.1","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-libvips-linuxmusl-x64","1.3.3","transitive","LGPL-3.0-or-later","FLAGGED"
"@img/sharp-linux-arm","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-arm","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-arm64","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-arm64","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-ppc64","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-ppc64","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-riscv64","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-riscv64","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-s390x","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-s390x","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-x64","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linux-x64","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linuxmusl-arm64","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linuxmusl-arm64","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linuxmusl-x64","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-linuxmusl-x64","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-wasm32","0.35.2","transitive","Apache-2.0 AND LGPL-3.0-or-later AND MIT","FLAGGED"
"@img/sharp-wasm32","0.35.4","transitive","Apache-2.0 AND LGPL-3.0-or-later AND MIT","FLAGGED"
"@img/sharp-webcontainers-wasm32","0.35.2","transitive","Apache-2.0","FLAGGED"
"@img/sharp-webcontainers-wasm32","0.35.4","transitive","Apache-2.0","FLAGGED"
"@img/sharp-win32-arm64","0.35.2","transitive","Apache-2.0 AND LGPL-3.0-or-later","FLAGGED"
"@img/sharp-win32-arm64","0.35.4","transitive","Apache-2.0 AND LGPL-3.0-or-later","FLAGGED"
"@img/sharp-win32-ia32","0.35.2","transitive","Apache-2.0 AND LGPL-3.0-or-later","FLAGGED"
"@img/sharp-win32-ia32","0.35.4","transitive","Apache-2.0 AND LGPL-3.0-or-later","FLAGGED"
"@img/sharp-win32-x64","0.35.2","transitive","Apache-2.0 AND LGPL-3.0-or-later","FLAGGED"
"@img/sharp-win32-x64","0.35.4","transitive","Apache-2.0 AND LGPL-3.0-or-later","FLAGGED"
"@isaacs/cliui","9.0.0","transitive","BlueOak-1.0.0","FLAGGED"
"@jridgewell/gen-mapping","0.3.13","transitive","MIT","MIT"
"@jridgewell/remapping","2.3.5","transitive","MIT","MIT"
"@jridgewell/resolve-uri","3.1.2","transitive","MIT","MIT"
"@jridgewell/source-map","0.3.11","transitive","MIT","MIT"
"@jridgewell/sourcemap-codec","1.6.0","transitive","MIT","MIT"
"@jridgewell/trace-mapping","0.3.31","transitive","MIT","MIT"
"@jridgewell/trace-mapping","0.3.9","transitive","MIT","MIT"
"@marsidev/react-turnstile","1.6.1","direct-production","MIT","MIT"
"@mediapipe/tasks-vision","0.10.17","transitive","Apache-2.0","FLAGGED"
"@monogrid/gainmap-js","3.4.0","transitive","MIT","MIT"
"@napi-rs/wasm-runtime","1.2.3","transitive","MIT","MIT"
"@next/env","16.3.3","transitive","MIT","MIT"
"@next/eslint-plugin-next","16.3.3","transitive","MIT","MIT"
"@next/swc-darwin-arm64","16.3.3","transitive","MIT","MIT"
"@next/swc-darwin-x64","16.3.3","transitive","MIT","MIT"
"@next/swc-linux-arm64-gnu","16.3.3","transitive","MIT","MIT"
"@next/swc-linux-arm64-musl","16.3.3","transitive","MIT","MIT"
"@next/swc-linux-x64-gnu","16.3.3","transitive","MIT","MIT"
"@next/swc-linux-x64-musl","16.3.3","transitive","MIT","MIT"
"@next/swc-win32-arm64-msvc","16.3.3","transitive","MIT","MIT"
"@next/swc-win32-x64-msvc","16.3.3","transitive","MIT","MIT"
"@noble/ciphers","1.3.0","transitive","MIT","MIT"
"@noble/curves","1.9.7","transitive","MIT","MIT"
"@noble/hashes","1.8.0","transitive","MIT","MIT"
"@node-minify/core","8.0.6","transitive","MIT","MIT"
"@node-minify/terser","8.0.6","transitive","MIT","MIT"
"@node-minify/utils","8.0.6","transitive","MIT","MIT"
"@nodelib/fs.scandir","2.1.5","transitive","MIT","MIT"
"@nodelib/fs.stat","2.0.5","transitive","MIT","MIT"
"@nodelib/fs.walk","1.2.8","transitive","MIT","MIT"
"@nolyfill/is-core-module","1.0.39","transitive","MIT","MIT"
"@opennextjs/aws","4.1.2","transitive","MIT","MIT"
"@opennextjs/cloudflare","1.20.4","direct-production","MIT","MIT"
"@oxc-project/types","0.147.0","transitive","MIT","MIT"
"@parcel/watcher","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-android-arm64","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-darwin-arm64","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-darwin-x64","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-freebsd-x64","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-linux-arm-glibc","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-linux-arm-musl","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-linux-arm64-glibc","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-linux-arm64-musl","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-linux-x64-glibc","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-linux-x64-musl","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-win32-arm64","2.6.0","transitive","MIT","MIT"
"@parcel/watcher-win32-x64","2.6.0","transitive","MIT","MIT"
"@poppinss/colors","4.1.6","transitive","MIT","MIT"
"@poppinss/dumper","0.6.5","transitive","MIT","MIT"
"@poppinss/exception","1.2.3","transitive","MIT","MIT"
